foreign,foreigncountry_cleaned,shpmtyear,country_name,country_iso3,cleaned_name,cleaned_ID,matching_score,new,old_name
Shanghai Bene High Pressure Container,China,2019,China,CHN,Shanghai Bene High Pressure Container,CHN_1695,89.0,1,
Unistream Engrg S Pte,Singapore,2020,Singapore,SGP,Unistream Engrg S Pte,10955_SGP,0.0,0,10955_SGP
Asian Commodities Co.,United States,2020,United States,USA,Asian Commodities Co,11734_USA,0.0,0,11734_USA
Sh Wavetopsign International Technology L,China,2021,China,CHN,Sh Wavetopsign International Technology L,CHN_1696,,1,
Hongkong Goodtime Investment Ltd.,Hong Kong,2021,Hong Kong,HKG,Hongkong Goodtime Investment Ltd,CHN_1697,,1,
Zeeta Co.,Mauritius,2020,Mauritius,MUS,Zeeta Co,396_MUS,0.0,0,396_MUS
Sanwa Screen,Japan,2020,Japan,JPN,Sanwa Screen,4701_JPN,0.0,0,4701_JPN
Shandong Binzhou Hengmai Nylon Chemical,China,2019,China,CHN,Shandong Binzhou Hengmai Nylon Chemical,41375_CHN,100.0,0,41375_CHN
Evercare Prohealth Technologies,Hong Kong,2021,Hong Kong,HKG,Evercare Prohealth Technologies,6658_HKG,,0,6658_HKG
Flecksteel Industria De Artef,Brazil,2021,Brazil,BRA,Flecksteel Industria De Artef,CHN_1698,,1,
Taizhou Sunway Driveline,China,2021,China,CHN,Taizhou Sunway Driveline,19928_CHN,,0,19928_CHN
Losail Circuit Sports Club,Qatar,2020,Qatar,QAT,Losail Circuit Sports Club,405_QAT,0.0,0,405_QAT
Nrg Hometex Ltd.,Bangladesh,2019,Bangladesh,BGD,Nrg Hometex Ltd,737_BGD,100.0,0,737_BGD
Qingdao Oriental Resource Trading,China,2019,China,CHN,Qingdao Oriental Resource Trading,5765_CHN,100.0,0,5765_CHN
Pilkor,China,2020,China,CHN,Pilkor,12849_CHN,100.0,0,12849_CHN
Yancheng Dafeng Ruihua Machinery Mfg.,China,2021,China,CHN,Yancheng Dafeng Ruihua Machinery Mfg,CHN_1699,,1,
Shanghai Power Equipment Research Instit,China,2020,China,CHN,Shanghai Power Equipment Research Instit,CHN_1700,98.0,1,
Yangtec Electronics Corp,Taiwan,2021,Taiwan,TWN,Yangtec Electronics Corp,CHN_1701,,1,
Yusen Logistics Taiwan Hwang Yuh Me,Taiwan,2021,Taiwan,TWN,Yusen Logistics Taiwan Hwang Yuh Me,4273_TWN,,0,4273_TWN
Ceva Belgium Nv,Belgium,2021,Belgium,BEL,Ceva Belgium Nv,CHN_1702,,1,
Department Of Chemical Engineering,Taiwan,2021,Taiwan,TWN,Department Of Chemical Engineering,CHN_1703,,1,
Howard Martin Process Systems Ulc,Canada,2021,Canada,CAN,Howard Martin Process Systems Ulc,24292_USA,,0,24292_USA
Aah Acquisitions Llc,United States,2019,United States,USA,Aah Acquisitions Llc,5686_USA,100.0,0,5686_USA
App Systems Gmb H,Germany,2021,Germany,DEU,App Systems Gmb H,CHN_1704,,1,
Tecvent A S,Denmark,2021,Denmark,DNK,Tecvent A S,CHN_1705,,1,
Dupont Agricultural Chemicals Shangh,China,2019,China,CHN,Dupont Agricultural Chemicals Shangh,CHN_1706,89.0,1,
Lg Electronics Panama S.A.,Panama,2019,Panama,PAN,Lg Electronics Panama Sa,CHN_1707,94.0,1,
Desipro Pte,Singapore,2019,Singapore,SGP,Desipro Pte,7630_SGP,100.0,0,7630_SGP
Hahnkolb Werkzeuge Gmb H,Germany,2019,Germany,DEU,Hahnkolb Werkzeuge Gmb H,CHN_1708,81.0,1,
Mexsy,United States,2021,United States,USA,Mexsy,CHN_1709,,1,
Solaris Paper (Pty),Australia,2019,Australia,AUS,Solaris Paper (Pty),344_AUS,100.0,0,344_AUS
Nirvana Foods Commerce,Thailand,2020,Thailand,THA,Nirvana Foods Commerce,5902_THA,0.0,0,5902_THA
Acmeliae Tianjin Imp. & Exp. Co.,China,2021,China,CHN,Acmeliae Tianjin Imp & Exp Co,15935_CHN,,0,15935_CHN
Patriot Timber Products,United States,2021,United States,USA,Patriot Timber Products,14965_USA,,0,14965_USA
Stg Aerospace Ltd.,United Kingdom,2019,United Kingdom,GBR,Stg Aerospace Ltd,CHN_1710,86.0,1,
Yurope Steel Pte,Singapore,2021,Singapore,SGP,Yurope Steel Pte,11228_SGP,,0,11228_SGP
Global Cargo Services Sdn Bhd,Malaysia,2019,Malaysia,MYS,Global Cargo Services Sdn Bhd,CHN_1711,85.0,1,
A Bassadone Motors,Gibraltar,2019,Gibraltar,GIB,A Bassadone Motors,5_GIB,0.0,0,5_GIB
Sunpool International Corp,Taiwan,2020,Taiwan,TWN,Sunpool International Corp,CHN_1712,86.0,1,
Mi Industries India,India,2021,India,IND,Mi Industries India,436_IDN,,0,436_IDN
Nodes Technology,Hong Kong,2020,Hong Kong,HKG,Nodes Technology,CHN_1713,84.0,1,
Sefac S A,Cameroon,2019,Cameroon,CMR,Sefac S A,152_CMR,0.0,0,152_CMR
Rock Mill Tile & Stone,United States,2019,United States,USA,Rock Mill Tile & Stone,13837_USA,0.0,0,13837_USA
Sandeep Kumar M Transpo International,Thailand,2020,Thailand,THA,Sandeep Kumar M Transpo International,2969_THA,0.0,0,2969_THA
Siu Fuk Enterprise,China,2020,China,CHN,Siu Fuk Enterprise,9827_HKG,0.0,0,9827_HKG
Taizhou Kaifeng Plastic Steel,China,2021,China,CHN,Taizhou Kaifeng Plastic Steel,14097_CHN,,0,14097_CHN
Ellepot A S,Denmark,2019,Denmark,DNK,Ellepot A S,728_DNK,100.0,0,728_DNK
Fujian Kinglong Food,China,2021,China,CHN,Fujian Kinglong Food,CHN_1714,,1,
Azo Limtied,Thailand,2021,Thailand,THA,Azo Limtied,CHN_1715,,1,
Tak Wai Model Clothers Clothers Rack,Hong Kong,2019,Hong Kong,HKG,Tak Wai Model Clothers Clothers Rack,CHN_1716,84.0,1,
Nike 360 Holding Bv,Hong Kong,2021,Hong Kong,HKG,Nike 360 Holding Bv,100_ITA,,0,100_ITA
Mayrmelnhof Karton Gesellschaft M B H,Austria,2019,Austria,AUT,Mayrmelnhof Karton Gesellschaft M B H,577_AUT,100.0,0,577_AUT
Cofco International Brasil S A,Brazil,2019,Brazil,BRA,Cofco International Brasil S A,1303_BRA,0.0,0,1303_BRA
G G Reitsport,Germany,2021,Germany,DEU,G G Reitsport,274_DEU,,0,274_DEU
Akzo Nobel Car Refenishes B.V.,Netherlands,2020,Netherlands,NLD,Akzo Nobel Car Refenishes Bv,804_NLD,100.0,0,804_NLD
Finolhu Baa Atoll Maldives,Maldives,2021,Maldives,MDV,Finolhu Baa Atoll Maldives,198_MDV,,0,198_MDV
Prefecture Nara,Japan,2019,Japan,JPN,Prefecture Nara,CHN_1717,85.0,1,
Chemtrade Co.,Saudi Arabia,2020,Saudi Arabia,SAU,Chemtrade Co,1616_SAU,0.0,0,1616_SAU
Contitech Luftfedersysteme Gmb H,Germany,2020,Germany,DEU,Contitech Luftfedersysteme Gmb H,7360_DEU,0.0,0,7360_DEU
De Troubadour Interieurs,Netherlands,2020,Netherlands,NLD,De Troubadour Interieurs,CHN_1718,94.0,1,
Turquoise Lane,Australia,2020,Australia,AUS,Turquoise Lane,1239_AUS,100.0,0,1239_AUS
Global Parts,United States,2021,United States,USA,Global Parts,CHN_1719,,1,
Caligari Golf Equipment Ag,Switzerland,2021,Switzerland,CHE,Caligari Golf Equipment Ag,71_CHE,,0,71_CHE
Soham Polymers,India,2020,India,IND,Soham Polymers,3148_IND,100.0,0,3148_IND
Jai Ambe Indistries,India,2021,India,IND,Jai Ambe Indistries,CHN_1720,,1,
Owens Illinois Do Brazil Ind,Brazil,2021,Brazil,BRA,Owens Illinois Do Brazil Ind,CHN_1721,,1,
Zhangjiagang Yuhao Imp. Exp.,China,2020,China,CHN,Zhangjiagang Yuhao Imp Exp,CHN_1722,82.0,1,
Sage Electronics,China,2020,China,CHN,Sage Electronics,CHN_1723,84.0,1,
Axalta Power Coating Systems (Malaysia) Sdn,Malaysia,2020,Malaysia,MYS,Axalta Power Coating Systems (Malaysia) Sdn,6894_MYS,0.0,0,6894_MYS
Taiwan K K Corporation,Taiwan,2019,Taiwan,TWN,Taiwan K K Corporation,CHN_1724,82.0,1,
Kwok Tai Screws Manufactory Ltd.,China,2020,China,CHN,Kwok Tai Screws Manufactory Ltd,12142_CHN,0.0,0,12142_CHN
Fisher Rueckle Ag,Italy,2021,Italy,ITA,Fisher Rueckle Ag,CHN_1725,,1,
Verimoda Imp. Exp.,China,2020,China,CHN,Verimoda Imp Exp,19399_CHN,100.0,0,19399_CHN
Foshan Samyoo Electronic,China,2021,China,CHN,Foshan Samyoo Electronic,CHN_1726,,1,
Xtyiwu Ecommerce Co.,China,2020,China,CHN,Xtyiwu Ecommerce Co,24545_CHN,0.0,0,24545_CHN
Js Vina,Vietnam,2019,Vietnam,VNM,Js Vina,1799_VNM,100.0,0,1799_VNM
Zhejiang Twinsel Electronic Technology C,China,2021,China,CHN,Zhejiang Twinsel Electronic Technology C,CHN_1727,,1,
Guangdong Jiajing Technology,China,2020,China,CHN,Guangdong Jiajing Technology,CHN_1728,81.0,1,
Hara Seo San G U Global Headquarter To,Japan,2020,Japan,JPN,Hara Seo San G U Global Headquarter To,CHN_1729,91.0,1,
Infreight Logistics Pte,Singapore,2021,Singapore,SGP,Infreight Logistics Pte,CHN_1730,,1,
Copper Bath Australia,Australia,2020,Australia,AUS,Copper Bath Australia,3314_AUS,0.0,0,3314_AUS
Rm Polymer Sdn Bhd,Malaysia,2019,Malaysia,MYS,Rm Polymer Sdn Bhd,CHN_1731,89.0,1,
Bis International Pte,Singapore,2021,Singapore,SGP,Bis International Pte,CHN_1732,,1,
Insulect Australia (Pty) Ltd.,Australia,2019,Australia,AUS,Insulect Australia (Pty) Ltd,CHN_1733,81.0,1,
Sunwin Biotech Shandong,China,2021,China,CHN,Sunwin Biotech Shandong,17067_CHN,,0,17067_CHN
Qingdao Sanhe Industry Product Mfg.,China,2019,China,CHN,Qingdao Sanhe Industry Product Mfg,6519_MYS,0.0,0,6519_MYS
Wuxi Jinmao Foreign Trade,China,2019,China,CHN,Wuxi Jinmao Foreign Trade,3575_CHN,0.0,0,3575_CHN
Shenyang Taike Fluid Control,China,2020,China,CHN,Shenyang Taike Fluid Control,34065_CHN,0.0,0,34065_CHN
Sportisimo S R O,Czech Republic,2020,Czech Republic,CZE,Sportisimo S R O,24_CZE,100.0,0,24_CZE
Wackher Textilveredelung Gmb H,Germany,2020,Germany,DEU,Wackher Textilveredelung Gmb H,4361_DEU,0.0,0,4361_DEU
Hibar Systems Ltd.,Canada,2020,Canada,CAN,Hibar Systems Ltd,2618_CAN,0.0,0,2618_CAN
Metsa Board Singapore Pte,Singapore,2019,Singapore,SGP,Metsa Board Singapore Pte,6580_SGP,0.0,0,6580_SGP
Apconnection,United States,2020,United States,USA,Apconnection,26299_USA,0.0,0,26299_USA
Pmk Contruction Design Sdn Bhd,Malaysia,2020,Malaysia,MYS,Pmk Contruction Design Sdn Bhd,9029_MYS,0.0,0,9029_MYS
Marhab Oilmills Khartoum Sudan,Sudan,2019,Sudan,SDN,Marhab Oilmills Khartoum Sudan,263_SDN,0.0,0,263_SDN
Transformer Bobbin Industrial,China,2020,China,CHN,Transformer Bobbin Industrial,29704_CHN,0.0,0,29704_CHN
Hua Sen Heng Singapore Pte,Singapore,2019,Singapore,SGP,Hua Sen Heng Singapore Pte,CHN_1734,86.0,1,
Maptek (Pty),Australia,2021,Australia,AUS,Maptek (Pty),CHN_1735,,1,
Beijing Bamtri Technology Development,China,2021,China,CHN,Beijing Bamtri Technology Development,CHN_1736,,1,
Xie Chuang Logistics,China,2020,China,CHN,Xie Chuang Logistics,CHN_1737,92.0,1,
Gradus F Ball Asia,Singapore,2020,Singapore,SGP,Gradus F Ball Asia,11820_SGP,0.0,0,11820_SGP
"Starbucks Shanghai Supply Chain Co., Ltd.",China,2021,China,CHN,Starbucks Shanghai Supply Chain Co Ltd,CHN_1738,,1,
Asustek Customer Service Center,Taiwan,2020,Taiwan,TWN,Asustek Customer Service Center,1371_TWN,0.0,0,1371_TWN
"Qingdao Power Station Valve Co., Ltd.",China,2020,China,CHN,Qingdao Power Station Valve Co Ltd,CHN_1739,0.0,1,
Sidmark Sales Enterprise,India,2019,India,IND,Sidmark Sales Enterprise,1006_IND,100.0,0,1006_IND
"Koyo Machine Industries Co., Ltd.",Japan,2019,Japan,JPN,Koyo Machine Industries Co Ltd,CHN_1740,85.0,1,
Syn Jing Lee Trading E M Sdn Bhd,Malaysia,2021,Malaysia,MYS,Syn Jing Lee Trading E M Sdn Bhd,4861_MYS,,0,4861_MYS
Eproduction Solution Llc,United States,2019,United States,USA,Eproduction Solution Llc,CHN_1741,90.0,1,
Santai Whosale As,Norway,2019,Norway,NOR,Santai Whosale As,347_NOR,0.0,0,347_NOR
Toyota Motor Thailand,Thailand,2019,Thailand,THA,Toyota Motor Thailand,2584_THA,0.0,0,2584_THA
"J.D. Williams & Co., Ltd.",United Kingdom,2021,United Kingdom,GBR,Jd Williams & Co Ltd,CHN_1742,,1,
Quattro Electrical (Pty) T A Triple Pick Coffee,Australia,2020,Australia,AUS,Quattro Electrical (Pty) T A Triple Pick Coffee,3945_AUS,0.0,0,3945_AUS
Bon Trust Internationaltrade,Taiwan,2019,Taiwan,TWN,Bon Trust Internationaltrade,CHN_1743,95.0,1,
Suzhou Nuoou Fluid Machinery Equipme,China,2021,China,CHN,Suzhou Nuoou Fluid Machinery Equipme,CHN_1744,,1,
Giraffe Foods,Canada,2021,Canada,CAN,Giraffe Foods,3415_CAN,,0,3415_CAN
Wing Trans Ltd. Shanghai Office O B,South Korea,2021,,,Wing Trans Ltd Shanghai Office O B,27651_USA,,0,27651_USA
Citrum Akz Doo,Serbia,2019,Serbia,SRB,Citrum Akz Doo,144_SRB,0.0,0,144_SRB
Intl Timber Trading Aps,Denmark,2021,Denmark,DNK,Intl Timber Trading Aps,1438_GBR,,0,1438_GBR
Mpi Paper Mills Of Portneuf Inc.,Canada,2019,Canada,CAN,Mpi Paper Mills Of Portneuf Inc,2163_CAN,0.0,0,2163_CAN
Maximus Completion Systems,India,2019,India,IND,Maximus Completion Systems,9325_IND,0.0,0,9325_IND
To The Order Of Petrochina International Sg,China,2020,China,CHN,To The Order Of Petrochina International Sg,9275_CHN,0.0,0,9275_CHN
Nanjing Yawei Machine Tool Equipment,China,2021,China,CHN,Nanjing Yawei Machine Tool Equipment,CHN_1745,,1,
Guangzhou Welink Technology,China,2019,China,CHN,Guangzhou Welink Technology,CHN_1746,81.0,1,
Gtv Verschleisschutz Gmb H,Germany,2021,Germany,DEU,Gtv Verschleisschutz Gmb H,CHN_1747,,1,
Zinsheng Sdn Bhd,Malaysia,2020,Malaysia,MYS,Zinsheng Sdn Bhd,929_MYS,100.0,0,929_MYS
Ceraminas M Sdn Bhd,Malaysia,2019,Malaysia,MYS,Ceraminas M Sdn Bhd,9521_MYS,0.0,0,9521_MYS
Shantou Billion Lingerie,China,2020,China,CHN,Shantou Billion Lingerie,11628_CHN,0.0,0,11628_CHN
Austin,Australia,2019,Australia,AUS,Austin,8478_AUS,0.0,0,8478_AUS
Horizon Group,China,2021,China,CHN,Horizon Group,4066_TWN,,0,4066_TWN
Pacific Fence Wire Co.,United States,2021,United States,USA,Pacific Fence Wire Co,CHN_1748,,1,
Cori S A U,Spain,2019,Spain,ESP,Cori S A U,1893_ESP,0.0,0,1893_ESP
Mapei Korea,South Korea,2021,,,Mapei Korea,CHN_1749,,1,
Srk Electronics Ltd.,Hong Kong,2019,Hong Kong,HKG,Srk Electronics Ltd,CHN_1750,84.0,1,
W Atelier Sdn Bhd,Malaysia,2020,Malaysia,MYS,W Atelier Sdn Bhd,1259_MYS,100.0,0,1259_MYS
Jiangyin City Julong Renewable Energy,China,2020,China,CHN,Jiangyin City Julong Renewable Energy,17859_CHN,100.0,0,17859_CHN
Dahching Electric Industrial,Taiwan,2021,Taiwan,TWN,Dahching Electric Industrial,2996_TWN,,0,2996_TWN
Martin Engineering,United States,2020,United States,USA,Martin Engineering,CHN_1751,90.0,1,
Smart Edge Investment Ltd.,American Samoa,2019,American Samoa,ASM,Smart Edge Investment Ltd,28_ASM,100.0,0,28_ASM
Rijk Zwaan Exp. B.V.,Netherlands,2019,Netherlands,NLD,Rijk Zwaan Exp Bv,CHN_1752,91.0,1,
Guangdong Siao Intellegent Technology,China,2019,China,CHN,Guangdong Siao Intellegent Technology,CHN_1753,88.0,1,
Indostop Singapore,Singapore,2021,Singapore,SGP,Indostop Singapore,CHN_1754,,1,
Fuelled Apparel Ltd.,United Kingdom,2019,United Kingdom,GBR,Fuelled Apparel Ltd,409_GBR,0.0,0,409_GBR
Gobiotics Bv,Netherlands,2019,Netherlands,NLD,Gobiotics Bv,4671_NLD,0.0,0,4671_NLD
Shanghai Bothidea International Trade Lt,China,2021,China,CHN,Shanghai Bothidea International Trade Lt,CHN_1755,,1,
Dees Enterprise Llp,India,2019,India,IND,Dees Enterprise Llp,3767_IND,0.0,0,3767_IND
New Balance Japan Taiwan Office,Taiwan,2020,Taiwan,TWN,New Balance Japan Taiwan Office,7938_TWN,0.0,0,7938_TWN
Bukit Pengkalan Enterprise,Malaysia,2020,Malaysia,MYS,Bukit Pengkalan Enterprise,4232_MYS,0.0,0,4232_MYS
Ykk Deutschland Gmb H,Germany,2019,Germany,DEU,Ykk Deutschland Gmb H,185_DEU,0.0,0,185_DEU
Productora De Fertilizantes Del Noroeste S A De,Mexico,2019,Mexico,MEX,Productora De Fertilizantes Del Noroeste S A De,517_MEX,100.0,0,517_MEX
Dsv Air Sea,Australia,2020,Australia,AUS,Dsv Air Sea,6097_VNM,0.0,0,6097_VNM
Ss Continental Enterprises,Pakistan,2020,Pakistan,PAK,Ss Continental Enterprises,1669_PAK,100.0,0,1669_PAK
Snow Coast Ing Nanjing Office,China,2020,China,CHN,Snow Coast Ing Nanjing Office,CHN_1756,95.0,1,
Oji Fibre Solutions Nz,New Zealand,2019,New Zealand,NZL,Oji Fibre Solutions Nz,CHN_1757,93.0,1,
Yuki Gosei Kogyo,Japan,2020,Japan,JPN,Yuki Gosei Kogyo,10500_JPN,0.0,0,10500_JPN
Onquest Canada Ulc,Canada,2021,Canada,CAN,Onquest Canada Ulc,CHN_1758,,1,
Eastern Pearl,Hong Kong,2021,Hong Kong,HKG,Eastern Pearl,CHN_1759,,1,
Herman Miller Asia Pte,Singapore,2021,Singapore,SGP,Herman Miller Asia Pte,29284_USA,,0,29284_USA
Justice Retail Home Office,United States,2020,United States,USA,Justice Retail Home Office,23753_USA,0.0,0,23753_USA
Eoc Belgium N V Industriepark,Belgium,2021,Belgium,BEL,Eoc Belgium N V Industriepark,2161_BEL,,0,2161_BEL
Cargo Systems,United States,2020,United States,USA,Cargo Systems,CHN_1760,83.0,1,
Cesstech S Pte Europe,Singapore,2019,Singapore,SGP,Cesstech S Pte Europe,12639_SGP,0.0,0,12639_SGP
Eden Office Seating,New Zealand,2020,New Zealand,NZL,Eden Office Seating,876_NZL,0.0,0,876_NZL
Xuzhou Tricirle Industrial Fabrics Tehn,China,2020,China,CHN,Xuzhou Tricirle Industrial Fabrics Tehn,22333_CHN,0.0,0,22333_CHN
Motoyama Eng Works,Japan,2019,Japan,JPN,Motoyama Eng Works,7842_JPN,0.0,0,7842_JPN
Applestar Trading Sdn Bhd,Malaysia,2019,Malaysia,MYS,Applestar Trading Sdn Bhd,390_MYS,0.0,0,390_MYS
Cargosavvy Pte,China,2020,China,CHN,Cargosavvy Pte,37847_CHN,0.0,0,37847_CHN
Frobisher International Enterprise,Canada,2019,Canada,CAN,Frobisher International Enterprise,1015_CAN,100.0,0,1015_CAN
Johnson Mfg. Co.,United States,2021,United States,USA,Johnson Mfg Co,25789_USA,,0,25789_USA
Icf Welko Sp A,Italy,2019,Italy,ITA,Icf Welko Sp A,4728_ITA,100.0,0,4728_ITA
Xiamen Xiangyu Log Grp Corp,China,2019,China,CHN,Xiamen Xiangyu Log Grp Corp,7937_CHN,0.0,0,7937_CHN
Etamax Sdn Bhd 171337 K 73 Beach Street 10300 P,Malaysia,2020,Malaysia,MYS,Etamax Sdn Bhd 171337 K 73 Beach Street 10300 P,4836_MYS,0.0,0,4836_MYS
Pet Comer Trading Llc,United Arab Emirates,2020,United Arab Emirates,ARE,Pet Comer Trading Llc,1920_ARE,0.0,0,1920_ARE
Jia Jia Food Trading Pte,Singapore,2021,Singapore,SGP,Jia Jia Food Trading Pte,CHN_1761,,1,
Kozmaksan Endustriyel Makina Ins Tur,Turkey,2020,Turkey,TUR,Kozmaksan Endustriyel Makina Ins Tur,CHN_1762,95.0,1,
Knshook Logistics,United States,2021,United States,USA,Knshook Logistics,CHN_1763,,1,
Star Asia Technology,Hong Kong,2021,Hong Kong,HKG,Star Asia Technology,7345_HKG,,0,7345_HKG
Vioral Sa,Greece,2019,Greece,GRC,Vioral Sa,812_GRC,0.0,0,812_GRC
Zhejiang Ruixing Valve,China,2020,China,CHN,Zhejiang Ruixing Valve,CHN_1764,87.0,1,
Sunle Industrial Engineering Sdn.Bh,Malaysia,2019,Malaysia,MYS,Sunle Industrial Engineering Sdnbh,6927_MYS,100.0,0,6927_MYS
Brentwood Asia,Thailand,2020,Thailand,THA,Brentwood Asia,5884_THA,100.0,0,5884_THA
Valentine,Australia,2021,Australia,AUS,Valentine,CHN_1765,,1,
Saudi Basic Industries Corporation Sabi,Saudi Arabia,2019,Saudi Arabia,SAU,Saudi Basic Industries Corporation Sabi,CHN_1766,87.0,1,
Brisa Bridgestone Sabanci Lastik,Turkey,2021,Turkey,TUR,Brisa Bridgestone Sabanci Lastik,159_TUR,,0,159_TUR
Dynatrade Llc,United Arab Emirates,2021,United Arab Emirates,ARE,Dynatrade Llc,393_ARE,,0,393_ARE
Yamawa International,Japan,2021,Japan,JPN,Yamawa International,CHN_1767,,1,
Mitsubishi Logistics Thailand,Thailand,2020,Thailand,THA,Mitsubishi Logistics Thailand,356_THA,100.0,0,356_THA
Geuder Ag,Germany,2019,Germany,DEU,Geuder Ag,5270_DEU,0.0,0,5270_DEU
Bollo International Fruits Sl,Spain,2019,Spain,ESP,Bollo International Fruits Sl,3224_ESP,0.0,0,3224_ESP
Uboss Biotechnology,Taiwan,2021,Taiwan,TWN,Uboss Biotechnology,1454_TWN,,0,1454_TWN
Hawe Hydraulic Singapore Pte,Singapore,2019,Singapore,SGP,Hawe Hydraulic Singapore Pte,CHN_1768,82.0,1,
Turbine Tools,United Kingdom,2019,United Kingdom,GBR,Turbine Tools,1364_GBR,100.0,0,1364_GBR
Intellian Singapore Pte,Singapore,2021,Singapore,SGP,Intellian Singapore Pte,CHN_1769,,1,
Cong Ty Tnhh Sxtm Dong Sinh,Vietnam,2019,Vietnam,VNM,Cong Ty Tnhh Sxtm Dong Sinh,7281_VNM,0.0,0,7281_VNM
Dhl Logistics P Ftwz Unit,India,2021,India,IND,Dhl Logistics P Ftwz Unit,334_IND,,0,334_IND
Pinnacle Graphics Imaging,United States,2019,United States,USA,Pinnacle Graphics Imaging,23963_USA,0.0,0,23963_USA
First Afg General Trading Llc,United Arab Emirates,2020,United Arab Emirates,ARE,First Afg General Trading Llc,CHN_1770,81.0,1,
Thales Acs France Sas,France,2021,France,FRA,Thales Acs France Sas,4036_FRA,,0,4036_FRA
Beijing Oriental Jicheng,China,2019,China,CHN,Beijing Oriental Jicheng,5235_CHN,0.0,0,5235_CHN
"Nomura Trading Co., Ltd.",Japan,2019,Japan,JPN,Nomura Trading Co Ltd,CHN_1771,84.0,1,
Abdul Majid Abdul Wase Saif Group For Trading,Saudi Arabia,2021,Saudi Arabia,SAU,Abdul Majid Abdul Wase Saif Group For Trading,CHN_1772,,1,
Atif Enterprises,Pakistan,2021,Pakistan,PAK,Atif Enterprises,CHN_1773,,1,
Dass Nordeste Calcados E Artigos Esportivos Sa,Brazil,2021,Brazil,BRA,Dass Nordeste Calcados E Artigos Esportivos Sa,17_BRA,,0,17_BRA
Eastex Industrial Science Technology,China,2020,China,CHN,Eastex Industrial Science Technology,6809_CHN,100.0,0,6809_CHN
Mgf Sourcing,China,2019,China,CHN,Mgf Sourcing,2541_USA,0.0,0,2541_USA
Gansu Nuokeda Trading,China,2021,China,CHN,Gansu Nuokeda Trading,3641_CHN,,0,3641_CHN
Pingguo Jianfeng Aluminium,China,2020,China,CHN,Pingguo Jianfeng Aluminium,CHN_1774,89.0,1,
Shanghai Autotec Industrial Corporation,China,2021,China,CHN,Shanghai Autotec Industrial Corporation,CHN_1775,,1,
Sudima International Pte,Singapore,2021,Singapore,SGP,Sudima International Pte,4236_VNM,,0,4236_VNM
Balanstorg,Lithuania,2020,Lithuania,LTU,Balanstorg,16_LTU,0.0,0,16_LTU
"Lanxess Chemical China Co., Ltd.",China,2019,China,CHN,Lanxess Chemical China Co Ltd,CHN_1776,100.0,1,
Azelis Denmark A S,Denmark,2020,Denmark,DNK,Azelis Denmark A S,732_DNK,100.0,0,732_DNK
Nippa Tech Corporation,Japan,2019,Japan,JPN,Nippa Tech Corporation,CHN_1777,84.0,1,
Echosens Asia,Hong Kong,2019,Hong Kong,HKG,Echosens Asia,10492_HKG,0.0,0,10492_HKG
Ceksan Yol Supurme Araclari Makina San,Turkey,2019,Turkey,TUR,Ceksan Yol Supurme Araclari Makina San,2195_TUR,100.0,0,2195_TUR
Fima Maschinenbau Gmb H,Germany,2020,Germany,DEU,Fima Maschinenbau Gmb H,CHN_1778,86.0,1,
Wah Wai Ind Bldg,Hong Kong,2021,Hong Kong,HKG,Wah Wai Ind Bldg,CHN_1779,,1,
Royal Touch Paper Products (Pty),Australia,2021,Australia,AUS,Royal Touch Paper Products (Pty),347_AUS,,0,347_AUS
Yamada Kikai Kogyo,Japan,2020,Japan,JPN,Yamada Kikai Kogyo,7808_JPN,100.0,0,7808_JPN
Cheng Feng Enterprises,Vietnam,2019,Vietnam,VNM,Cheng Feng Enterprises,CHN_1780,85.0,1,
Linyi Wells Imp. Exp.,China,2019,China,CHN,Linyi Wells Imp Exp,CHN_1781,81.0,1,
Doo Yong,South Korea,2021,,,Doo Yong,CHN_1782,,1,
Posoeidon Ocean International Co.,Taiwan,2020,Taiwan,TWN,Posoeidon Ocean International Co,CHN_1783,81.0,1,
Tci Llc,United States,2020,United States,USA,Tci Llc,26448_USA,0.0,0,26448_USA
Wcdc,United States,2019,United States,USA,Wcdc,12809_USA,100.0,0,12809_USA
To The Order Of Cbh Wa (Pty),Australia,2019,Australia,AUS,To The Order Of Cbh Wa (Pty),1153_AUS,0.0,0,1153_AUS
Koopman International Hong Kong,Hong Kong,2019,Hong Kong,HKG,Koopman International Hong Kong,358_ISR,84.0,0,358_ISR
Shaoxing Eco Trade,China,2019,China,CHN,Shaoxing Eco Trade,CHN_1784,81.0,1,
Scancom International A S,Denmark,2021,Denmark,DNK,Scancom International A S,385_DNK,,0,385_DNK
Jiangsu Qianzhu Machinery,China,2019,China,CHN,Jiangsu Qianzhu Machinery,CHN_1785,82.0,1,
Als Investment Ltd.,Hong Kong,2019,Hong Kong,HKG,Als Investment Ltd,CHN_1786,83.0,1,
Darren John Mcbridge,United Kingdom,2020,United Kingdom,GBR,Darren John Mcbridge,783_GBR,100.0,0,783_GBR
Builder Supply Source Llc,United States,2021,United States,USA,Builder Supply Source Llc,548_USA,,0,548_USA
Branded Customs Sportwear Canada Ulc,United States,2019,United States,USA,Branded Customs Sportwear Canada Ulc,10458_USA,0.0,0,10458_USA
